/alcatel-1-2019-bluish-black,"Alcatel 1 2019 DS Android Go Bluish Black",49.95
/alcatel-1-2019-ds-android-go-negro-volcan,"Alcatel 1 2019 DS Android Go Negro Volcán",49.95
/alcatel_1066d_ds_blanco,"Alcatel 1066D DS Blanco",14.95
/alcatel_1066d_ds_negro,"Alcatel 1066D DS Negro",14.95
/alcatel-1b-2020-2gb-32gb-ds,"Alcatel 1B 2020 2GB/32GB DS",79.94
/alcatel-1se-2020-3gb-32gb-ds,"Alcatel 1SE 2020 3GB/32GB DS",94.95
/alcatel-1se-2020-4gb-64gb-ds,"Alcatel 1SE 2020 4GB/64GB DS",115.00
/alcatel-2053d-blanco,"Alcatel 2053D Blanco",29.95
/alcatel-2053d-negro-volcano,"Alcatel 2053D Negro Volcano",29.95
/alcatel-3026x-senior-negro,"Alcatel 3026X Senior Negro",44.95
/alcatel-3026x-senior-plata,"Alcatel 3026X Senior Plata",44.95
/alcatel-3l-2020-4gb-64gb-ds,"Alcatel 3L 2020 4GB/64GB DS",124.94
/alcatel-3x-2020-4gb-64gb-ds,"Alcatel 3X 2020 4GB/64GB DS",149.95
/alcatel-3x-2020-6gb-128gb-ds,"Alcatel 3X 2020 6GB/128GB DS",184.95
/alcatel-iberia-2019g,"Alcatel Iberia 2019G",27.50
/iphone-11-128gb-amarillo,"iPhone 11 128GB Amarillo",739.00
/iphone-11-128gb-blanco,"iPhone 11 128GB Blanco",709.00
/iphone-11-128gb-negro,"iPhone 11 128GB Negro",709.00
/iphone-11-128gb-rojo,"iPhone 11 128GB Rojo",739.00
/iphone-11-128gb-verde,"iPhone 11 128GB Verde",709.00
/iphone-11-256gb-amarillo,"iPhone 11 256GB Amarillo",859.00
/iphone-11-256gb-blanco,"iPhone 11 256GB Blanco",859.00
/iphone-11-256gb-malva,"iPhone 11 256GB Malva",859.00
/iphone-11-256gb-negro,"iPhone 11 256GB Negro",859.00
/iphone-11-256gb-rojo,"iPhone 11 256GB Rojo",859.00
/iphone-11-256gb-verde,"iPhone 11 256GB Verde",859.00
/iphone-11-64gb-amarillo,"iPhone 11 64GB Amarillo",689.00
/iphone-11-64gb-blanco,"iPhone 11 64GB Blanco",689.00
/iphone-11-64gb-malva,"iPhone 11 64GB Malva",689.00
/iphone-11-64gb-negro,"iPhone 11 64GB Negro",689.00
/iphone-11-64gb-rojo,"iPhone 11 64GB Rojo",689.00
/iphone-11-64gb-verde,"iPhone 11 64GB Verde",689.00
/iphone-11-pro-256gb-plata,"iPhone 11 Pro 256GB Plata",1179.00
/iphone-11-pro-256gb-verde-noche,"iPhone 11 Pro 256GB Verde Noche",1299.00
/iphone-11-pro-64gb-gris-espacial,"iPhone 11 Pro 64GB Gris Espacial",1089.00
/iphone-11-pro-64gb-plata,"iPhone 11 Pro 64GB Plata",1089.00
/iphone-11-pro-max-64gb-gris-espacial,"iPhone 11 Pro Max 64GB Gris Espacial",1199.00
/iphone-11-pro-max-64gb-plata,"iPhone 11 Pro Max 64GB Plata",1199.00
/iphone-12-128gb,"iPhone 12 128GB",949.00
/iphone-12-64gb,"iPhone 12 64GB",909.00
/iphone-12-mini-128gb,"iPhone 12 Mini 128GB",859.00
/iphone-12-mini-64gb,"iPhone 12 Mini 64GB",799.00
/iphone-12-pro-128gb,"iPhone 12 Pro 128GB",1159.00
/iphone-12-pro-256gb,"iPhone 12 Pro 256GB",1279.00
/iphone-12-pro-max-128gb,"iPhone 12 Pro Max 128GB",1259.00
/iphone-12-pro-max-256gb,"iPhone 12 Pro Max 256GB",1379.00
/iphone-se-2020-128gb,"iPhone SE 128GB",519.95
/iphone-se-2020,"iPhone SE 64GB",479.00
/iphone-xr-128gb-blanco,"iPhone XR 128GB Blanco",628.99
/iphone-xr-64gb-negro,"iPhone XR 64GB Negro",579.00
/google-pixel-3-4gb-64gb-rosa,"Google Pixel 3 4GB/64GB Rosa",499.00
/google-pixel-3a-4gb-64gb-blanco,"Google Pixel 3a 4GB/64GB Blanco",339.95
/google-pixel-3a-4gb-64gb-negro,"Google Pixel 3a 4GB/64GB Negro",339.95
/google-pixel-3a-xl-4gb-64gb-negro,"Google Pixel 3a XL 4GB/64GB Negro",499.00
/google-pixel-4-6gb-64gb-negro,"Google Pixel 4 6GB/64GB Negro",639.00
/google-pixel-4-xl-6gb-128gb-negro,"Google Pixel 4 XL 6GB/128GB Negro",949.00
/google-pixel-4-xl-6gb-64gb-negro,"Google Pixel 4 XL 6GB/64GB Negro",949.00
/google-pixel-4a-5g-6gb-128gb-negro,"Google Pixel 4a 5G 6GB/128GB Negro",599.00
/google-pixel-4a-6gb-128gb,"Google Pixel 4a 6GB/128GB",439.95
/google-pixel-5-8gb-128gb-5g,"Google Pixel 5 8GB/128GB 5G",819.00
/huawei-honor-20-lite-4gb-128gb-ds-azul,"Huawei Honor 20 Lite 4GB/128GB DS Azul",169.94
/huawei-honor-20-lite-4gb-128gb-ds-negro,"Huawei Honor 20 Lite 4GB/128GB DS Negro",179.95
/huawei-honor-20e-4gb-64gb-ds,"Huawei Honor 20E 4GB/64GB DS",159.95
/huawei-honor-20s-6gb-128gb-ds,"Huawei Honor 20S 6GB/128GB DS",199.00
/huawei-honor-8s-2gb-32gb-azul,"Huawei Honor 8S 2GB/32GB Azul",129.95
/huawei-honor-8s-2gb-32gb-negro,"Huawei Honor 8S 2GB/32GB Negro",129.00
/huawei-honor-9a,"Huawei Honor 9A 3GB/64GB DS",139.00
/huawei-honor-9x-4gb-128gb-midnight-black,"Huawei Honor 9X 4GB/128GB Midnight Black",199.00
/huawei-honor-9x-4gb-128gb-sapphire-blue,"Huawei Honor 9X 4GB/128GB Sapphire Blue",229.00
/huawei-honor-9x-lite,"Huawei Honor 9X Lite 4GB/128GB DS",169.00
/huawei-honor-9x-pro-6gb-256gb-ds,"Huawei Honor 9X Pro 6GB/256GB DS",209.00
/huawei-mate-30-8gb-128gb-ds-negro,"Huawei Mate 30 8GB/128GB DS Negro",699.00
/huawei-mate-40-pro-8gb-256gb-ds,"Huawei Mate 40 Pro 8GB/256GB DS",1399.00
/huawei-nova-5t-6gb-128gb-ds-negro,"Huawei Nova 5T 6GB/128GB DS Negro",279.95
/huawei-p-smart-2020-4gb-128gb-ds,"Huawei P Smart 2020 4GB/128GB DS",179.95
/huawei-p-smart-2021-4gb-128gb-ds,"Huawei P Smart 2021 4GB/128GB DS",179.00
/huawei-p-smart-s,"Huawei P Smart S 4GB/128GB DS",189.95
/huawei-p-smart-z-4gb-64gb-ds-azul-zafiro,"Huawei P Smart Z 4GB/64GB DS Azul Zafiro",249.00
/huawei-p-smart-z-4gb-64gb-ds-negro-midnight,"Huawei P Smart Z 4GB/64GB DS Negro Midnight",249.00
/huawei-p30-6gb-128gb-ds-negro-midnight,"Huawei P30 6GB/128GB DS Negro Midnight",499.00
/huawei-p30-8gb-128gb-ds-blanco-nacar,"Huawei P30 8GB/128GB DS Blanco Nácar",499.00
/huawei-p30-lite-4gb-128gb-ds-azul,"Huawei P30 Lite 4GB/128GB DS Azul",249.00
/huawei-p30-lite-breathing-crystal-4gb-128gb-ds,"Huawei P30 Lite 4GB/128GB DS Breathing Crystal",249.00
/huawei-p30-lite-4gb-128gb-ds-negro,"Huawei P30 Lite 4GB/128GB DS Negro",229.00
/huawei-p30-lite-6gb-256gb-ds-azul,"Huawei P30 Lite 6GB/256GB DS Azul",244.95
/huawei-p30-lite-6gb-256gb-ds-breathing-crystal,"Huawei P30 Lite 6GB/256GB DS Breathing Crystal",299.00
/huawei-p30-lite-6gb-256gb-ds-negro,"Huawei P30 Lite 6GB/256GB DS Negro",244.95
/huawei-p30-pro-8gb-128gb-ds-negro-midnight,"Huawei P30 Pro 8GB/128GB DS Negro Midnight",599.00
/huawei-p30-pro-new-edition-8gb-256gb-ds,"Huawei P30 Pro New Edition 8GB/256GB DS",669.95
/huawei-p40-black,"Huawei P40 8GB/128GB DS Black",459.00
/huawei-p40-blush-gold,"Huawei P40 8GB/128GB DS Blush Gold",489.95
/huawei-p40-deep-sea-blue,"Huawei P40 8GB/128GB DS Deep Sea Blue",799.00
/huawei-p40-silver-frost,"Huawei P40 8GB/128GB DS Silver Frost",489.95
/huawei-p40-lite-5g,"Huawei P40 Lite 5G 6GB/128GB DS",269.95
/huawei-p40-lite-crush-green,"Huawei P40 Lite 6GB/128GB DS Crush Green",222.00
/huawei-p40-lite-midnight-black,"Huawei P40 Lite 6GB/128GB DS Midnight Black",222.00
/huawei-p40-lite-sakura-pink,"Huawei P40 Lite 6GB/128GB DS Sakura Pink",222.00
/huawei-p40-lite-6gb-128gb-ds-skyline-grey,"Huawei P40 Lite 6GB/128GB DS Skyline Grey",229.00
/huawei-p40-lite-e-aurora-blue,"Huawei P40 Lite E 4GB/64GB DS Aurora Blue",155.00
/huawei-p40-lite-e-midnight-black,"Huawei P40 Lite E 4GB/64GB DS Midnight Black",158.99
/huawei-p40-pro-8gb-256gb-ds-blanco,"Huawei P40 Pro 8GB/256GB DS Blanco",1099.00
/huawei-p40-pro-8gb-256gb-ds-deep-sea-blue,"Huawei P40 Pro 8GB/256GB DS Deep Sea Blue",709.96
/huawei-p40-pro-8gb-256gb-ds-dorado,"Huawei P40 Pro 8GB/256GB DS Dorado",709.96
/huawei-p40-pro-8gb-256gb-ds-negro,"Huawei P40 Pro 8GB/256GB DS Negro",699.00
/huawei-p40-pro-8gb-256gb-ds-plata,"Huawei P40 Pro 8GB/256GB DS Plata",699.00
/huawei-p40-pro-8gb-512gb-ds,"Huawei P40 Pro+ 8GB/512GB DS",1399.00
/huawei-y5p,"Huawei Y5p 2GB/32GB DS",99.95
/huawei-y6p,"Huawei Y6p 3GB/64GB DS",149.00
/huawei-y6s-3gb-32gb-ds-orchid-blue,"Huawei Y6s 3GB/32GB DS Orchid Blue",149.00
/huawei-y6s-3gb-32gb-ds-starry-black,"Huawei Y6s 3GB/32GB DS Starry Black",149.00
/lg-velvet,"LG Velvet 5G 6GB/128GB DS",699.00
/nokia-105-ds-ta-1174,"Nokia 105 DS TA-1174",19.90
/nokia-110-ds-ta-1192,"Nokia 110 DS TA-1192",24.90
/nokia-210-ds-ta-1139,"Nokia 210 DS TA-1139",34.90
/nokia-2720-flip-ds-ta-1175,"Nokia 2720 Flip DS TA-1175",99.90
/nokia-5310-ds-ta-1212,"Nokia 5310 DS TA-1212",45.00
/nokia-800-tough-ds-ta-1186,"Nokia 800 Tough DS TA-1186",119.90
/nubia-redmagic-5g-12gb-128gb,"Nubia RedMagic 5G 12GB/128GB",669.00
/nubia-red-magic-8gb-128gb-hot-rod-red,"Nubia RedMagic 5G 8GB/128GB Hot Rod Red",499.00
/oneplus-8-12gb-256gb-glacial-green,"Oneplus 8 12GB/256GB Glacial Green",729.00
/oneplus-8-interstellar-glow,"Oneplus 8 12GB/256GB Interstellar Glow",809.00
/oneplus-8-8gb-128gb-verde-glacial,"Oneplus 8 8GB/128GB Glacial Green",655.00
/oneplus-8-negro-onyx,"Oneplus 8 8GB/128GB Onyx Black",599.00
/oneplus-8-pro,"Oneplus 8 Pro 12GB/256GB",899.01
/oneplus-8-pro-8gb-128gb-negro-onyx,"Oneplus 8 Pro 8GB/128GB Onyx Black",839.00
/oneplus-nord-12gb-256gb,"Oneplus Nord 12GB/256GB",489.95
/oneplus-nord,"Oneplus Nord 8GB/128GB",395.00
/oppo-a5-2020-3gb-64gb-dazzling-white,"Oppo A5 2020 3GB/64GB Dazzling White",179.00
/oppo-a5-2020-3gb-64gb-mirror-black,"Oppo A5 2020 3GB/64GB Mirror Black",179.00
/oppo-a52-4gb-64gb,"Oppo A52 4GB/64GB",199.95
/oppo-a72-4gb-128gb-ds,"Oppo A72 4GB/128GB DS",249.95
/oppo-a9-2020-4gb-128gb-marine-green,"Oppo A9 2020 4GB/128GB Marine Green",239.96
/oppo-a9-2020-4gb-128gb-space-purple,"Oppo A9 2020 4GB/128GB Space Purple",239.96
/oppo-a91-blazing-blue,"Oppo A91 8GB/128GB Blazing Blue",299.95
/oppo-a91-lightening-black,"Oppo A91 8GB/128GB Lightening Black",299.95
/oppo-find-x2-5g-12gb-256gb,"Oppo Find X2 5G 12GB/256GB",899.95
/oppo-find-x2-lite-5g-8gb-128gb,"Oppo Find X2 Lite 5G 8GB/128GB",449.95
/oppo-find-x2-neo-5g-12gb-256gb,"Oppo Find X2 Neo 5G 12GB/256GB",569.00
/oppo-reno-2z-8gb-128gb-luminous-black,"Oppo Reno 2Z 8GB/128GB Luminous Black",329.95
/oppo-reno-2z-8gb-128gb-sky-white,"Oppo Reno 2Z 8GB/128GB Sky White",329.95
/oppo-reno-4-5g-8gb-128gb,"Oppo Reno 4 5G 8GB/128GB",549.94
/oppo-reno-4-pro-5g-12gb-256gb,"Oppo Reno 4 Pro 5G 12GB/256GB",729.00
/oppo-reno-4-z-5g-8gb-128gb,"Oppo Reno 4 Z 5G 8GB/128GB",335.00
/samsung-galaxy-a12-a125-4gb-128gb,"Samsung Galaxy A12 A125 4GB/128GB",199.00
/samsung-galaxy-a12-a125-4gb-64gb,"Samsung Galaxy A12 A125 4GB/64GB",166.00
/samsung-galaxy-a20e-a202-3gb-32gb-ds-azul-,"Samsung Galaxy A20e A202 3GB/32GB DS Azul",139.00
/samsung-galaxy-a20e-a202-3gb-32gb-ds-blanco-,"Samsung Galaxy A20e A202 3GB/32GB DS Blanco",139.00
/samsung-galaxy-a20e-a202-3gb-32gb-ds-coral,"Samsung Galaxy A20e A202 3GB/32GB DS Coral",139.00
/samsung-galaxy-a20-a202-4gb-64gb-ds-negro-,"Samsung Galaxy A20e A202 3GB/32GB DS Negro",139.00
/samsung-galaxy-a20s-3gb-32gb-ds,"Samsung Galaxy A20s 3GB/32GB DS",179.00
/samsung-galaxy-a21s-a217-3gb-32gb-ds,"Samsung Galaxy A21s A217 3GB/32GB DS",219.00
/samsung-galaxy-a21s-a217-4gb-64gb-ds,"Samsung Galaxy A21s A217 4GB/64GB DS",189.00
/samsung-galaxy-a30s-4gb-128gb-ds,"Samsung Galaxy A30s 4GB/128GB DS",219.00
/sunsamsung-galaxy-a30s-4gb-64gb-ds-blanco,"Samsung Galaxy A30s 4GB/64GB DS Blanco",199.00
/samsung-galaxy-a30s-4gb-64gb-ds-negro,"Samsung Galaxy A30s 4GB/64GB DS Negro",199.00
/samsung-galaxy-a30s-4gb-64gb-ds-verde,"Samsung Galaxy A30s 4GB/64GB DS Verde",199.00
/samsung-galaxy-a31-a315-4gb-128gb-ds,"Samsung Galaxy A31 A315 4GB/128GB DS",299.00
/samsung-galaxy-a31-a315-4gb-64gb-ds,"Samsung Galaxy A31 A315 4GB/64GB DS",209.00
/samsung-galaxy-a41-a415-4gb-64gb-ds,"Samsung Galaxy A41 A415 4GB/64GB DS",219.95
/samsung-galaxy-a42-5g,"Samsung Galaxy A42 A426 4GB/128GB",299.00
/samsung-galaxy-a51-5g-a516-6gb-128gb-ds,"Samsung Galaxy A51 5G A516 6GB/128GB DS",329.00
/samsung-galaxy-a51-a515-4gb-128gb-ds-azul,"Samsung Galaxy A51 A515 4GB/128GB DS Azul",269.00
/samsung-galaxy-a51-a515-4gb-128gb-ds-blanco,"Samsung Galaxy A51 A515 4GB/128GB DS Blanco",269.00
/samsung-galaxy-a51-a515-4gb-128gb-ds-negro,"Samsung Galaxy A51 A515 4GB/128GB DS Negro",269.00
/samsung-galaxy-a51-a515-4gb-128gb-ds-plata,"Samsung Galaxy A51 A515 4GB/128GB DS Plata",269.00
/samsung-galaxy-a71-a715-6gb-128gb-ds-azul,"Samsung Galaxy A71 A715 6GB/128GB DS Azul",349.00
/samsung-galaxy-a71-a715-6gb-128gb-ds-negro,"Samsung Galaxy A71 A715 6GB/128GB DS Negro",349.00
/samsung-galaxy-a71-a715-6gb-128gb-plata,"Samsung Galaxy A71 A715 6GB/128GB Plata",339.01
/samsung-galaxy-m11-3gb-32gb,"Samsung Galaxy M11 3GB/32GB",149.00
/samsung-galaxy-m21,"Samsung Galaxy M21 M215 4GB/64GB DS",217.00
/samsung-galaxy-m31-m315-6gb-64gb-ds,"Samsung Galaxy M31 M315 6GB/64GB DS",299.00
/samsung-galaxy-m51-m515-6gb-128gb-ds,"Samsung Galaxy M51 M515 6GB/128GB DS",399.00
/samsung-galaxy-note-10-lite-6gb-128gb-n770-ds-aura-black,"Samsung Galaxy Note 10 Lite 6GB/128GB N770 DS Aura Black",499.00
/samsung-galaxy-note-10-lite-6gb-128gb-n770-ds-aura-glow,"Samsung Galaxy Note 10 Lite 6GB/128GB N770 DS Aura Glow",448.99
/samsung-galaxy-note-10-lite-6gb-128gb-n770-ds-aura-red,"Samsung Galaxy Note 10 Lite 6GB/128GB N770 DS Aura Red",499.00
/samsung-galaxy-note-20-4g,"Samsung Galaxy Note 20 4G 8GB/256GB DS",799.00
/samsung-galaxy-note-20-5g,"Samsung Galaxy Note 20 5G 8GB/256GB DS",899.01
/samsung-galaxy-note-20-ultra,"Samsung Galaxy Note 20 Ultra 5G 12GB/256GB DS",999.00
/samsung-galaxy-s10-lite-g770f-8gb-128gb-ds-prism-black,"Samsung Galaxy S10 Lite G770F 8GB/128GB DS Prism Black",499.00
/samsung-galaxy-s10-lite-g770f-8gb-128gb-ds-prism-blue,"Samsung Galaxy S10 Lite G770F 8GB/128GB DS Prism Blue",499.00
/samsung-galaxy-s10-lite-g770f-8gb-128gb-ds-prism-white,"Samsung Galaxy S10 Lite G770F 8GB/128GB DS Prism White",499.00
/samsung-galaxy-s20-fe-5g-g781-6gb-128gb-ds,"Samsung Galaxy S20 FE 5G G781 6GB/128GB DS",669.00
/samsung-galaxy-s20-fe-g780-6gb-128gb-ds,"Samsung Galaxy S20 FE G780 6GB/128GB DS",629.95
/samsung-galaxy-s20-g980-4g-8gb-128gb-cosmic-blue,"Samsung Galaxy S20 G980 4G 8GB/128GB Cloud Blue",759.00
/samsung-galaxy-s20-g980-4g-8gb-128gb-cloud-pink,"Samsung Galaxy S20 G980 4G 8GB/128GB Cloud Pink",759.00
/samsung-galaxy-s20-g980-4g-8gb-128gb-cosmic-grey,"Samsung Galaxy S20 G980 4G 8GB/128GB Cosmic Grey",759.00
/samsung-galaxy-s20-g981-5g-12gb-128gb-cloud-blue,"Samsung Galaxy S20 G981 5G 12GB/128GB Cloud Blue",899.00
/samsung-galaxy-s20-g981-5g-12gb-128gb-cloud-pink,"Samsung Galaxy S20 G981 5G 12GB/128GB Cloud Pink",899.00
/samsung-galaxy-s20-g981-5g-12gb-128gb-cosmic-grey,"Samsung Galaxy S20 G981 5G 12GB/128GB Cosmic Grey",899.00
/samsung-galaxy-s20-ultra-g988-5g-12gb-128gb-cosmic-black,"Samsung Galaxy S20 Ultra G988 5G 12GB/128GB Cosmic Black",1299.00
/samsung-galaxy-s20-ultra-g988-5g-12gb-128gb-cosmic-grey,"Samsung Galaxy S20 Ultra G988 5G 12GB/128GB Cosmic Grey",1299.00
/samsung-galaxy-s20-plus-g985-4g-8gb-128gb-cloud-blue,"Samsung Galaxy S20+ G985 4G 8GB/128GB Cloud Blue",749.00
/samsung-galaxy-s20-plus-g985-4g-8gb-128gb-cosmic-black,"Samsung Galaxy S20+ G985 4G 8GB/128GB Cosmic Black",739.00
/samsung-galaxy-s20-plus-g985-4g-8gb-128gb-cosmic-grey,"Samsung Galaxy S20+ G985 4G 8GB/128GB Cosmic Grey",739.00
/samsung-galaxy-s20-plus-g986-5g-12gb-128gb-cloud-blue,"Samsung Galaxy S20+ G986 5G 12GB/128GB Cloud Blue",999.00
/samsung-galaxy-s20-plus-g986-5g-12gb-128gb-cosmic-black,"Samsung Galaxy S20+ G986 5G 12GB/128GB Cosmic Black",999.00
/samsung-galaxy-s20-plus-g986-5g-12gb-128gb-cosmic-grey,"Samsung Galaxy S20+ G986 5G 12GB/128GB Cosmic Grey",999.00
/samsung-galaxy-s21-g991-8gb-128gb,"Samsung Galaxy S21 G991 8GB/128GB",849.95
/samsung-galaxy-s21-g991-8gb-256gb,"Samsung Galaxy S21 G991 8GB/256GB",899.00
/samsung-galaxy-s21-ultra-g998-12gb-128gb,"Samsung Galaxy S21 Ultra G998 12GB/128GB",1229.00
/samsung-galaxy-s21-ultra-g998-12gb-256gb,"Samsung Galaxy S21 Ultra G998 12GB/256GB",1309.00
/samsung-galaxy-s21-ultra-g998-16gb-512gb,"Samsung Galaxy S21 Ultra G998 16GB/512GB",1439.00
/samsung-galaxy-s21-plus-g996-8gb-128gb,"Samsung Galaxy S21+ G996 8GB/128GB",1059.00
/samsung-galaxy-s21-plus-g996-8gb-256gb,"Samsung Galaxy S21+ G996 8GB/256GB",1099.00
/samsung-galaxy-xcover-pro-g715-4gb-64gb-ds-negro,"Samsung Galaxy XCover Pro G715 4GB/64GB DS Negro",499.95
/samsung-galaxy-z-flip-f700-4g-8gb-256gb-black-mirror,"Samsung Galaxy Z Flip F700 4G 8GB/256GB Black Mirror",1249.00
/samsung-galaxy-z-flip-f700-4g-8gb-256gb-purple-mirror,"Samsung Galaxy Z Flip F700 4G 8GB/256GB Purple Mirror",1249.00
/tcl-10-pro-6gb-128gb,"TCL 10 Pro 6GB/128GB",449.00
/tcl-10-se-t766h-4gb-128gb,"TCL 10 SE T766H 4GB/128GB",129.00
/tcl-10l-t770h-6gb-64gb,"TCL 10L T770H 6GB/64GB",219.95
/tcl-20-se-t671h-4gb-64gb,"TCL 20 SE T671H 4GB/64GB",149.96






